Proprietary  Name,Active Ingredient/Moiety,Applicant,NDA/BLA, Application Number(1), Application Number(2), Application Number(3),Dosage Form(1),Route of Administration(1),Dosage Form(2),Route of Administration(2),Dosage Form(3),Route of Administration(3),FDA Receipt Date,FDA Approval Date,Approval Year,Abbreviated Indication(s),Approved Use(s),Review Designation,Orphan Drug Designation,Accelerated Approval,Breakthrough Therapy Designation,Fast Track Designation,Qualified Infectious Disease Product,Issued a Priority Review Voucher,Redeemed a Priority Review Voucher,Notes
Jetrea,ocriplasmin,ThromboGenics,BLA,125422,,,Injectable,Injection,,,,,4/17/2012,10/17/2012,2012,,JETREA is a proteolytic enzyme indicated for the treatment of symptomatic vitreomacular adhesion. ,Priority,No,No,No,No,N/A,No,No,
Fycompa,perampanel,Eisai,NDA,202834,,,Tablet,Oral,,,,,12/22/2011,10/22/2012,2012,,FYCOMPA (perampanel) is indicated as adjunctive therapy for the treatment of partial-onset seizures with or without secondarily generalized seizures in patients with epilepsy aged 12 years and older.,Standard,No,No,No,No,No,No,No,
Synribo,omacetaxine mepesuccinate,Ivax International GmbH,NDA,203585,,,Powder,Subcutaneous,,,,,3/30/2012,10/26/2012,2012,,SYNRIBO is indicated for the treatment of adult patients with chronic or accelerated phase chronic myeloid leukemia (CML) with resistance and/or intolerance to two or more tyrosine kinase inhibitors (TKI).  This indication is based upon response rate.  There are no trials verifying an improvement in disease-related symptoms or increased survival with SYNRIBO.,Standard,Yes,Yes,No,Yes,No,No,No,
Xeljanz,tofacitinib,Pfizer,NDA,203214,,,Tablet,Oral,,,,,10/21/2011,11/6/2012,2012,,"XELJANZ (tofacitinib) is indicated for the treatment of adult patients with moderately to severely active rheumatoid arthritis who have had an inadequate response or intolerance to methotrexate.  It may be used as monotherapy or in combination with methotrexate or other nonbiologic disease-modifying antirheumatic drugs (DMARDs).
XELJANZ should not be used in combination with biologic DMARDs or with potent immunosuppressants such as azathioprine and cyclosporine.",Standard,No,No,No,No,No,No,No,
Cometriq,cabozantinib,Exelixis,NDA,203756,,,Capsule,Oral,,,,,5/29/2012,11/29/2012,2012,,"COMETRIQ is indicated for the treatment of patients with progressive, metastatic medullary thyroid cancer (MTC).",Priority,Yes,No,No,Yes,No,No,No,
[drug marketed without a proprietary name],raxibacumab,Human Genome Sciences,BLA,125349,,,Injectable,Injection,,,,,5/14/2009,12/14/2012,2012,,"Raxibacumab is indicated for the treatment of adult and pediatric patients with inhalational anthrax due to Bacillus anthracis in combination with appropriate antibacterial drugs.  Raxibacumab is also indicated for prophylaxis of inhalational anthrax when alternative therapies are not available or are not appropriate.  
Limitations of Use:
The effectiveness of raxibacumab is based solely on efficacy studies in animal models of inhalational anthrax.  It is not ethical or feasible to conduct controlled clinical trials with intentional exposure of humans to anthrax.  
Safety and pharmacokinetics (PK) of raxibacumab have been studied in healthy volunteers.  There have been no studies of safety or PK of raxibacumab in the pediatric population.  A population PK approach was used to derive dosing regimens that are predicted to provide pediatric patients with exposure comparable to the observed exposure in adults. 
Raxibacumab binds to the protective antigen (PA) of B. anthracis; it does not have direct antibacterial activity.  Raxibacumab does not cross the blood-brain barrier and does not prevent or treat meningitis.  Raxibacumab should be used in combination with appropriate antibacterial drugs.",Priority,Yes,No,No,Yes,N/A,No,No,
Signifor,pasireotide,Novartis Pharmaceuticals,NDA,200677,,,Solution,Subcutaneous,,,,,2/17/2012,12/14/2012,2012,,SIGNIFOR is indicated for the treatment of adult patients with Cushing’s disease for whom pituitary surgery is not an option or has not been curative.,Standard,Yes,No,No,No,No,No,No,
Iclusig,ponatinib,Ariad Pharmaceuticals,NDA,203469,,,Tablet,Oral,,,,,9/27/2012,12/14/2012,2012,,"Iclusig (ponatinib) is indicated for the treatment of adult patients with chronic phase, accelerated phase, or blast phase chronic myeloid leukemia (CML) that is resistant to prior tyrosine kinase inhibitor therapy or Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy. 
This indication is based upon response rate.  There are no trials verifying an improvement in disease-related symptoms or increased survival with Iclusig.",Priority,Yes,Yes,No,Yes,No,No,No,
Juxtapid,lomitapide,Aegerion Pharmaceuticals,NDA,203858,,,Capsule,Oral,,,,,2/29/2012,12/21/2012,2012,,"JUXTAPID is indicated as an adjunct to a low-fat diet and other lipid-lowering treatments, including LDL apheresis where available, to reduce low-density lipoprotein cholesterol (LDL-C), total cholesterol (TC), apolipoprotein B (apo B), and non-high density lipoprotein cholesterol (non-HDL-C) in patients with homozygous familial hypercholesterolemia (HoFH). 
Limitations of Use: 
- The safety and effectiveness of JUXTAPID have not been established in patients with hypercholesterolemia who do not have HoFH. 
- The effect of JUXTAPID on cardiovascular morbidity and mortality has not been determined. ",Standard,Yes,No,No,No,No,No,No,
Gattex,teduglutide (rDNA origin),NPS Pharmaceuticals,NDA,203441,,,Powder,Subcutaneous,,,,,11/30/2011,12/21/2012,2012,,GATTEX (teduglutide [rDNA origin]) for injection is indicated for the treatment of adult patiens with Short Bowel Syndrome (SBS) who are dependent on parenteral support.,Standard,Yes,No,No,No,No,No,No,
Eliquis,apixaban,Bristol-Myers Squibb,NDA,202155,,,Tablet,Oral,,,,,9/28/2011,12/28/2012,2012,,ELIQUIS (apixaban) is indicated to reduce the risk of stroke and systemic embolism in patients with nonvalvular atrial fibrillation.,Priority,No,No,No,Yes,No,No,No,
Sirturo,bedaquiline,Janssen Research & Development,NDA,204384,,,Tablet,Oral,,,,,6/29/2012,12/28/2012,2012,,"SIRTURO is a diarylquinoline antimycobacterial drug indicated as part of combination therapy in adults (>= 18 years) with pulmonary multi-drug resistant tuberculosis (MDR-TB).  Reserve SIRTURO for use when an effective treatment regimen cannot otherwise be provided.  SIRTURO should be administered by directly observed therapy (DOT). 
This indication is based on analysis of time to sputum culture conversion from two controlled Phase 2 trials in patients with pulmonary MDR-TB. 
Limitations of Use: 
The safety and efficacy of SIRTURO for the treatment of latent infection due to Mycobacterium tuberculosis has not been established.  The safety and efficacy of SIRTURO for the treatment of drug-sensitive TB has not been established.  In addition, there are no data on the treatment with SIRTURO of extra-pulmonary TB (e.g., central nervous system).  Therefore, use of SIRTURO in these settings is not recommended.",Priority,Yes,Yes,No,Yes,No,TD,No,
Fulyzaq,crofelemer,Salix Pharmaceuticals,NDA,202292,,,"Tablet, Delayed Release",Oral,,,,,12/5/2011,12/31/2012,2012,,FULYZAQ is indicated for symptomatic relief of non-infectious diarrhea in patients with HIV/AIDS on anti-retroviral therapy.,Priority,No,No,No,Yes,No,No,No,
Nesina,alogliptin,Takeda Pharmaceuticals,NDA,22271,,,Tablet,Oral,,,,,12/27/2007,1/25/2013,2013,,"NESINA is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus in multiple clinical settings.   
Limitation of Use:
NESINA should not be used in patients with type 1 diabetes mellitus or for the treatment of diabetic ketoacidosis, as it would not be effective in these settings.",Standard,No,No,No,No,No,No,No,
Kynamro,mipomersen sodium,Genzyme,NDA,203568,,,Solution,Subcutaneous,,,,,3/29/2012,1/29/2013,2013,,"KYNAMRO is indicated as an adjunct to lipid-lowering medications and diet to reduce low density lipoprotein-cholesterol (LDL-C), apolipoprotein B (apo B), total cholesterol (TC), and non-high density lipoprotein-cholesterol (non-HDL-C) in patients with homozygous familial hypercholesterolemia (HoFH). 
Limitations of Use : 
- The safety and effectiveness of KYNAMRO have not been established in patients with hypercholesterolemia who do not have HoFH.  
- The effect of KYNAMRO on cardiovascular morbidity has not been determined.  
- The safety and effectiveness of KYNAMRO as an adjunct to LDL apheresis have not been established; therefore, the use of KYNAMRO as an adjunct to LDL apheresis is not recommended.",Standard,Yes,No,No,No,No,No,No,
Pomalyst,pomalidomide,Celgene,NDA,204026,,,Capsule,Oral,,,,,4/10/2012,2/8/2013,2013,,"POMALYST is indicated for patients with multiple myeloma who have received at least two prior therapies including lenalidomide and bortezomib and have demonstrated disease progression on or within 60 days of completion of the last therapy.  Approval is based on response rate.  Clinical benefit, such as improvement in survival or symptoms, has not been verified.",Standard,Yes,Yes,No,Yes,No,No,No,
Kadcyla,ado-trastuzumab emtansine,Genentech,BLA,125427,,,Injectable,Injection,,,,,8/27/2012,2/22/2013,2013,,"KADCYLA, as a single agent, is indicated for the treatment of patients with HER2-positive, metastatic breast cancer who previously received trastuzumab and a taxane, separately or in combination.  Patients should have either: 
- received prior therapy for metastatic disease, or, 
- developed disease recurrence during or within six months of completing adjuvant therapy.",Priority,No,No,No,Yes,N/A,No,No,
Osphena,ospemifene,Shionogi,NDA,203505,,,Tablet,Oral,,,,,4/26/2012,2/26/2013,2013,,"OSPHENA is indicated for the treatment of moderate to severe dyspareunia, a symptom of vulvar and vaginal atrophy, due to menopause.",Standard,No,No,No,No,No,No,No,
Lymphoseek,technetium Tc 99m tilmanocept,Navidea Biopharmaceuticals,NDA,202207,,,Injectable,Injection,,,,,8/10/2011,3/13/2013,2013,,Lymphoseek (technetium Tc 99m tilmanocept) Injection is indicated for lymphatic mapping with a handheld gamma counter to assist in the localization of lymph nodes draining a primary tumor site in patients with breast cancer or melanoma.,Standard,No,No,No,No,No,No,No,
Dotarem,gadoterate meglumine,Guerbet,NDA,204781,,,Solution,Intravenous,,,,,9/20/2012,3/20/2013,2013,,"DOTAREM is a gadolinium-based contrast agent indicated for intravenous use with magnetic resonance imaging (MRI) in brain (intracranial), spine and associated tissues in adult and pediatric patients (2 years of age and older) to detect and visualize areas with disruption of the blood brain barrier (BBB) and/or abnormal vascularity.",Priority,No,No,No,No,No,No,No,
Tecfidera,dimethyl fumarate,Biogen Idec,NDA,204063,,,"Capsule, Delayed Release",Oral,,,,,2/27/2012,3/27/2013,2013,,TECFIDERA is indicated for the treatment of patients with relapsing forms of multiple sclerosis.,Standard,No,No,No,No,No,No,No,
Invokana,canagliflozin,Janssen Research & Development,NDA,204042,,,Tablet,Oral,,,,,5/31/2012,3/29/2013,2013,,"INVOKANA (canagliflozin) is indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.  
Limitation of Use: 
INVOKANA is not recommended in patients with type 1 diabetes mellitus or for the treatment of diabetic ketoacidosis. ",Standard,No,No,No,No,No,No,No,
Breo Ellipta,fluticasone furoate and vilanterol,GlaxoSmithKline,NDA,204275,,,Powder,Inhalation,,,,,7/12/2012,5/10/2013,2013,,"BREO ELLIPTA is a combination inhaled corticosteroid/long-acting beta2-adrenergic agonist (ICS/LABA) indicated for the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.  BREO ELLIPTA is also indicated to reduce exacerbations of COPD in patients with history of exacerbations.  
BREO ELLIPTA is NOT indicated for the relief of acute bronchospasm or for the treatment of asthma.",Standard,No,No,No,No,No,No,No,
Xofigo,radium Ra 223 dichloride,Bayer HealthCare Pharmaceuticals,NDA,203971,,,Solution,Intravenous,,,,,12/14/2012,5/15/2013,2013,,"Xofigo is indicated for the treatment of patients with castration-resistant prostate cancer, symptomatic bone metastases and no known visceral metastatic disease.",Priority,No,No,No,Yes,No,No,No,
Tafinlar,dabrafenib,GlaxoSmithKline,NDA,202806,,,Capsule,Oral,,,,,7/30/2012,5/29/2013,2013,,"TAFINLAR is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E mutation as detected by an FDA-approved test. 
TAFINLAR is not indicated for the treatment of patients with wild-type BRAF melanoma. 

Unresectable or metastatic melanoma with BRAF V600E mutation as detected
by an FDA-approved test. 
Limitation of use: TAFINLAR is not indicated for treatment of patients with
wild-type BRAF melanoma.",Standard,Yes,No,No,Yes,No,No,No,
Mekinist,trametinib,GlaxoSmithKline,NDA,204114,,,Tablet,Oral,,,,,8/3/2012,5/29/2013,2013,,"MEKINIST is indicated for the treatment of patients with unresectable or metastatic melanoma with BRAF V600E or V600K mutations, as detected by an FDA-approved test.  
MEKINIST is not indicated for treatment of patients who have received prior BRAF-inhibitor therapy.",Standard,Yes,No,No,Yes,No,No,No,
Gilotrif,afatinib,Boehringer Ingelheim Pharmaceuticals,NDA,201292,,,Tablet,Oral,,,,,11/15/2012,7/12/2013,2013,,"GILOTRIF is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.  
Limitation of Use: Safety and efficacy of GILOTRIF have not been established in patients whose tumors have other EGFR mutations.",Priority,Yes,No,No,Yes,No,No,No,
Tivicay,dolutegravir,GlaxoSmithKline,NDA,204790,,,Tablet,Oral,,,,,12/17/2012,8/12/2013,2013,,"TIVICAY is indicated in combination with other antiretroviral agents for the treatment of human immunodeficiency virus type 1 (HIV-1) infection in adults and children aged 12 years and older and weighing at least 40 kg. 
The following should be considered prior to initiating treatment with TIVICAY: 
- Poor virologic response was observed in subjects treated with TIVICAY 50 mg twice daily with an integrase strand transfer inhibitor (INSTI)-resistance Q148 substitution plus 2 or more additional INSTI-resistance substitutions, including L74I/M, E138A/D/K/T, G140A/S, Y143H/R, E157Q, G163E/K/Q/R/S, or G193E/R.",Priority,No,No,No,Yes,No,No,No,
